Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
prebalful,prs,,pre,bal,ful,,9,prelabful,,erp,lab,luf,,,srebalful,pretalful,prebaldul,,,0,0,0,,,erflabluf,erpnabluf,erplabluc,,,2,0,2,
demiter,prs,,de,mit,er,,7,detimer,,ed,tim,re,,,dimiter,demiper,demitar,,,1,2,0,,,udtimre,edtilre,edtimme,,,0,2,0,
debalable,prs,,de,bal,able,,9,delabable,,ed,lab,elba,,,dabalable,dehalable,debaleble,,,1,0,0,,,eplabelba,edlahelba,edlabelsa,,,1,2,2,
detiteger,prs,,de,titeg,er,,9,degetiter,,ed,getit,re,,,dotiteger,desiteger,detitegor,,,1,0,0,,,etgetitre,eddetitre,edgetitru,,,1,0,1,
prebalable,prs,,pre,bal,able,,10,prelabable,,erp,lab,elba,,,probalable,prebamable,prebaleble,,,2,2,0,,,erhlabelba,erpmabelba,erplabewba,,,2,0,1,
presidion,prs,,pre,sid,ion,,9,predision,,erp,dis,noi,,,prusidion,presition,presidiun,,,2,2,1,,,erfdisnoi,erpdesnoi,erpdisnii,,,2,1,1,
uneysful,prs,,un,eys,ful,,8,unsyeful,,nu,sye,luf,,,eneysful,unersful,uneysfol,,,0,1,1,,,lusyeluf,nusyoluf,nusyelef,,,0,2,1,
prererhable,prs,,pre,rerh,able,,11,prehrerable,,erp,hrer,elba,,,trererhable,prerirhable,prererhatle,,,0,1,1,,,arphrerelba,erpprerelba,erphrerelva,,,0,0,2,
premition,prs,,pre,mit,ion,,9,pretimion,,erp,tim,noi,,,pmemition,premation,premitiow,,,1,1,2,,,arptimnoi,erppimnoi,erptimmoi,,,0,0,0,
dehodeion,prs,,de,hode,ion,,9,deedohion,,ed,edoh,noi,,,hehodeion,dehudeion,dehodeeon,,,0,1,0,,,esedohnoi,ededuhnoi,ededohnei,,,1,2,1,
intitegful,prs,,in,titeg,ful,,10,ingetitful,,ni,getit,luf,,,iltitegful,intitogful,intitegfel,,,1,3,1,,,ligetitluf,nigititluf,nigetitmuf,,,0,1,0,
unrerhable,prs,,un,rerh,able,,10,unhrerable,,nu,hrer,elba,,,uyrerhable,unrenhable,unrerhoble,,,1,2,0,,,nehrerelba,nuhrurelba,nuhrerelca,,,1,2,2,
pretiteger,prs,,pre,titeg,er,,10,pregetiter,,erp,getit,re,,,pwetiteger,pretitoger,pretitegor,,,1,3,0,,,irpgetitre,erpgehitre,erpgetitme,,,0,2,0,
premition,prs,,pre,mit,ion,,9,pretimion,,erp,tim,noi,,,promition,premicion,premitior,,,2,2,2,,,erdtimnoi,erptamnoi,erptimnui,,,2,1,1,
inrerhable,prs,,in,rerh,able,,10,inhrerable,,ni,hrer,elba,,,unrerhable,inrirhable,inrerheble,,,0,1,0,,,rihrerelba,nihmerelba,nihrerelsa,,,0,1,2,
inrerhion,prs,,in,rerh,ion,,9,inhrerion,,ni,hrer,noi,,,enrerhion,inrirhion,inrerhaon,,,0,1,0,,,nahrernoi,nibrernoi,nihrernai,,,1,0,1,
deulpoion,prs,,de,ulpo,ion,,9,deopluion,,ed,oplu,noi,,,seulpoion,deulpeion,deulpoiin,,,0,3,1,,,epoplunoi,edopwunoi,edoplunei,,,1,2,1,
detiteger,prs,,de,titeg,er,,9,degetiter,,ed,getit,re,,,dititeger,detiteher,detitegem,,,1,4,1,,,ecgetitre,edgetotre,edgetitri,,,1,3,1,
dererhion,prs,,de,rerh,ion,,9,dehrerion,,ed,hrer,noi,,,cererhion,derercion,dererhiom,,,0,3,2,,,odhrernoi,edtrernoi,edhrernei,,,0,0,1,
premitful,prs,,pre,mit,ful,,9,pretimful,,erp,tim,luf,,,pramitful,premisful,premitsul,,,2,2,0,,,ervtimluf,erpsimluf,erptimyuf,,,2,0,0,
intitegion,prs,,in,titeg,ion,,10,ingetition,,ni,getit,noi,,,ontitegion,intitagion,intitegeon,,,0,3,0,,,nugetitnoi,nigetotnoi,nigetitnoe,,,1,3,2,
inrerhion,prs,,in,rerh,ion,,9,inhrerion,,ni,hrer,noi,,,irrerhion,inrercion,inrerhaon,,,1,3,0,,,mihrernoi,nihrelnoi,nihrerloi,,,0,3,0,
deabepful,prs,,de,abep,ful,,9,depebaful,,ed,peba,luf,,,teabepful,deibepful,deabepfum,,,0,0,2,,,etpebaluf,edpebuluf,edpebalof,,,1,3,1,
deabepable,prs,,de,abep,able,,10,depebaable,,ed,peba,elba,,,feabepable,deabapable,deabepablo,,,0,2,3,,,adpebaelba,edpebeelba,edpebaelbo,,,0,3,3,
deulpoable,prs,,de,ulpo,able,,10,deopluable,,ed,oplu,elba,,,ceulpoable,deulhoable,deulpoabme,,,0,2,2,,,efopluelba,edapluelba,edopluelbe,,,1,0,3,
dererhful,prs,,de,rerh,ful,,9,dehrerful,,ed,hrer,luf,,,darerhful,dererdful,dererhfuw,,,1,3,2,,,ehhrerluf,edhrirluf,edhrerlud,,,1,2,2,
unabepion,prs,,un,abep,ion,,9,unpebaion,,nu,peba,noi,,,anabepion,unabehion,unabepeon,,,0,3,0,,,nepebanoi,nupetanoi,nupebanui,,,1,2,1,
dererhion,prs,,de,rerh,ion,,9,dehrerion,,ed,hrer,noi,,,tererhion,dererfion,dererhien,,,0,3,1,,,adhrernoi,edhyernoi,edhrernui,,,0,1,1,
inepaion,prs,,in,epa,ion,,8,inapeion,,ni,ape,noi,,,onepaion,inetaion,inepaian,,,0,1,1,,,naapenoi,niepenoi,niapewoi,,,1,0,0,
deulpoful,prs,,de,ulpo,ful,,9,deopluful,,ed,oplu,luf,,,teulpoful,deulhoful,deulpodul,,,0,2,0,,,epopluluf,edopmuluf,edoplujuf,,,1,2,0,
preulpoful,prs,,pre,ulpo,ful,,10,preopluful,,erp,oplu,luf,,,dreulpoful,preolpoful,preulpofuw,,,0,0,2,,,eypopluluf,erpopruluf,erpoplulus,,,1,2,2,
inbaler,prs,,in,bal,er,,7,inlaber,,ni,lab,re,,,enbaler,inbeler,inbalem,,,0,1,1,,,nelabre,niwabre,nilabro,,,1,0,1,
demitful,prs,,de,mit,ful,,8,detimful,,ed,tim,luf,,,dimitful,demivful,demitdul,,,1,2,0,,,adtimluf,edgimluf,edtimluh,,,0,0,2,
dehodeable,prs,,de,hode,able,,10,deedohable,,ed,edoh,elba,,,hehodeable,dehadeable,dehodeeble,,,0,1,0,,,etedohelba,ededocelba,ededohelka,,,1,3,2,
inabepful,prs,,in,abep,ful,,9,inpebaful,,ni,peba,luf,,,imabepful,inabedful,inabepfil,,,1,3,1,,,ripebaluf,nipehaluf,nipebaruf,,,0,2,0,
pretitegion,prs,,pre,titeg,ion,,11,pregetition,,erp,getit,noi,,,cretitegion,pretidegion,pretitegiom,,,0,2,2,,,orpgetitnoi,erppetitnoi,erpgetitnoo,,,0,0,2,
unulpoion,prs,,un,ulpo,ion,,9,unopluion,,nu,oplu,noi,,,umulpoion,unelpoion,unulpoioy,,,1,0,2,,,luoplunoi,nueplunoi,nuoplunoe,,,0,0,2,
unsidion,prs,,un,sid,ion,,8,undision,,nu,dis,noi,,,umsidion,untidion,unsidien,,,1,0,1,,,ludisnoi,nuditnoi,nudiswoi,,,0,2,0,
pretitegful,prs,,pre,titeg,ful,,11,pregetitful,,erp,getit,luf,,,pratitegful,pretitogful,pretitegfum,,,2,3,2,,,orpgetitluf,erpfetitluf,erpgetitlut,,,0,0,2,
pretiteger,prs,,pre,titeg,er,,10,pregetiter,,erp,getit,re,,,pmetiteger,pretituger,pretitegem,,,1,3,1,,,empgetitre,erpgehitre,erpgetitme,,,1,2,0,
pretitegion,prs,,pre,titeg,ion,,11,pregetition,,erp,getit,noi,,,sretitegion,prehitegion,pretitegaon,,,0,0,0,,,ewpgetitnoi,erpgetidnoi,erpgetitroi,,,1,4,0,
uneyser,prs,,un,eys,er,,7,unsyeer,,nu,sye,re,,,uweyser,unemser,uneysey,,,1,1,1,,,rusyere,nuslere,nusyero,,,0,1,1,
ineysion,prs,,in,eys,ion,,8,insyeion,,ni,sye,noi,,,ireysion,inemsion,ineysian,,,1,1,1,,,lisyenoi,nismenoi,nisyenii,,,0,1,1,
untitegful,prs,,un,titeg,ful,,10,ungetitful,,nu,getit,luf,,,umtitegful,untetegful,untitegfel,,,1,1,1,,,wugetitluf,nugititluf,nugetitlus,,,0,1,2,
unulpoable,prs,,un,ulpo,able,,10,unopluable,,nu,oplu,elba,,,urulpoable,unuwpoable,unulpoabne,,,1,1,2,,,noopluelba,nuohluelba,nuopluulba,,,1,1,0,
debalable,prs,,de,bal,able,,9,delabable,,ed,lab,elba,,,tebalable,debolable,debalabli,,,0,1,3,,,eslabelba,edladelba,edlabemba,,,1,2,1,
unsidion,prs,,un,sid,ion,,8,undision,,nu,dis,noi,,,ursidion,unkidion,unsideon,,,1,0,0,,,mudisnoi,nupisnoi,nudisroi,,,0,0,0,
dehodeable,prs,,de,hode,able,,10,deedohable,,ed,edoh,elba,,,tehodeable,debodeable,dehodeahle,,,0,0,1,,,idedohelba,edesohelba,ededohilba,,,0,1,0,
inbalable,prs,,in,bal,able,,9,inlabable,,ni,lab,elba,,,imbalable,inbolable,inbalatle,,,1,1,1,,,nalabelba,nilahelba,nilabelta,,,1,2,2,
inepaer,prs,,in,epa,er,,7,inapeer,,ni,ape,re,,,imepaer,inepoer,inepaen,,,1,2,1,,,neapere,niapare,niapeme,,,1,2,0,
unepaful,prs,,un,epa,ful,,8,unapeful,,nu,ape,luf,,,enepaful,unefaful,unepafuw,,,0,1,2,,,noapeluf,nuepeluf,nuapelut,,,1,0,2,
ineysful,prs,,in,eys,ful,,8,insyeful,,ni,sye,luf,,,ireysful,ineypful,ineystul,,,1,2,0,,,misyeluf,nisyoluf,nisyelus,,,0,2,2,
unsider,prs,,un,sid,er,,7,undiser,,nu,dis,re,,,umsider,uncider,unsidur,,,1,0,0,,,rudisre,nudihre,nudisri,,,0,2,1,
unabepful,prs,,un,abep,ful,,9,unpebaful,,nu,peba,luf,,,anabepful,unabopful,unabephul,,,0,2,0,,,nepebaluf,nuvebaluf,nupebawuf,,,1,0,0,
unhodeable,prs,,un,hode,able,,10,unedohable,,nu,edoh,elba,,,anhodeable,unhoteable,unhodeeble,,,0,2,0,,,muedohelba,nuedopelba,nuedohelbe,,,0,3,3,
presidful,prs,,pre,sid,ful,,9,predisful,,erp,dis,luf,,,fresidful,presedful,presidfun,,,0,1,2,,,orpdisluf,erpdifluf,erpdislut,,,0,2,2,
prererhful,prs,,pre,rerh,ful,,10,prehrerful,,erp,hrer,luf,,,prarerhful,prerorhful,prererhfum,,,2,1,2,,,erthrerluf,erphrelluf,erphrerlus,,,2,3,2,
dererhful,prs,,de,rerh,ful,,9,dehrerful,,ed,hrer,luf,,,sererhful,derorhful,dererhfol,,,0,1,1,,,adhrerluf,edhnerluf,edhrerlef,,,0,1,1,
deabepable,prs,,de,abep,able,,10,depebaable,,ed,peba,elba,,,daabepable,deabetable,deabepatle,,,1,3,1,,,ehpebaelba,edpebeelba,edpebaelbo,,,1,3,3,
unulpoer,prs,,un,ulpo,er,,8,unopluer,,nu,oplu,re,,,anulpoer,unurpoer,unulpoem,,,0,1,1,,,neoplure,nueplure,nuopluro,,,1,0,1,
inulpoable,prs,,in,ulpo,able,,10,inopluable,,ni,oplu,elba,,,anulpoable,inulpaable,inulpouble,,,0,3,0,,,riopluelba,niopmuelba,niopluolba,,,0,2,0,
unsidful,prs,,un,sid,ful,,8,undisful,,nu,dis,luf,,,ursidful,unsitful,unsiddul,,,1,2,0,,,nidisluf,nuditluf,nudislof,,,1,2,1,
inulpoable,prs,,in,ulpo,able,,10,inopluable,,ni,oplu,elba,,,ilulpoable,inulpaable,inulpoaple,,,1,3,1,,,yiopluelba,niotluelba,niopluelbo,,,0,1,3,
demitable,prs,,de,mit,able,,9,detimable,,ed,tim,elba,,,hemitable,deritable,demitible,,,0,0,0,,,ettimelba,edtilelba,edtimilba,,,1,2,0,
prehodeion,prs,,pre,hode,ion,,10,preedohion,,erp,edoh,noi,,,prihodeion,prehodoion,prehodeaon,,,2,3,0,,,arpedohnoi,erpedoknoi,erpedohnoa,,,0,3,2,
untitegable,prs,,un,titeg,able,,11,ungetitable,,nu,getit,elba,,,entitegable,untategable,untitegabla,,,0,1,3,,,nogetitelba,nugetutelba,nugetitelbo,,,1,3,3,
inepaer,prs,,in,epa,er,,7,inapeer,,ni,ape,re,,,enepaer,inedaer,inepaem,,,0,1,1,,,riapere,niapure,niaperi,,,0,2,1,
deulpoful,prs,,de,ulpo,ful,,9,deopluful,,ed,oplu,luf,,,doulpoful,deulpiful,deulpogul,,,1,3,0,,,odopluluf,edotluluf,edopluruf,,,0,1,0,
preulpoable,prs,,pre,ulpo,able,,11,preopluable,,erp,oplu,elba,,,priulpoable,preulcoable,preulpoabye,,,2,2,2,,,ercopluelba,erpepluelba,erpopluerba,,,2,0,1,
pretitegion,prs,,pre,titeg,ion,,11,pregetition,,erp,getit,noi,,,hretitegion,prepitegion,pretitegian,,,0,0,1,,,orpgetitnoi,erpgititnoi,erpgetitnai,,,0,1,1,
debalable,prs,,de,bal,able,,9,delabable,,ed,lab,elba,,,dibalable,depalable,debalacle,,,1,0,1,,,ehlabelba,edlibelba,edlaberba,,,1,1,1,
deabepable,prs,,de,abep,able,,10,depebaable,,ed,peba,elba,,,seabepable,deabetable,deabepabli,,,0,3,3,,,odpebaelba,edpetaelba,edpebaelca,,,0,2,2,
inhodeion,prs,,in,hode,ion,,9,inedohion,,ni,edoh,noi,,,onhodeion,inhoteion,inhodeaon,,,0,2,0,,,noedohnoi,niedahnoi,niedohnei,,,1,2,1,
premiter,prs,,pre,mit,er,,8,pretimer,,erp,tim,re,,,tremiter,prejiter,premitey,,,0,0,1,,,erbtimre,erptiyre,erptimye,,,2,2,0,
pretitegion,prs,,pre,titeg,ion,,11,pregetition,,erp,getit,noi,,,pyetitegion,pretitepion,pretitegian,,,1,4,1,,,ertgetitnoi,erppetitnoi,erpgetitnoo,,,2,0,2,
inmitful,prs,,in,mit,ful,,8,intimful,,ni,tim,luf,,,irmitful,inritful,inmitfel,,,1,0,1,,,netimluf,nitirluf,nitimlup,,,1,2,2,
debaler,prs,,de,bal,er,,7,delaber,,ed,lab,re,,,dabaler,dehaler,debalen,,,1,0,1,,,odlabre,edlagre,edlabye,,,0,2,0,
deulpoful,prs,,de,ulpo,ful,,9,deopluful,,ed,oplu,luf,,,veulpoful,deulgoful,deulpofum,,,0,2,2,,,adopluluf,edocluluf,edoplumuf,,,0,1,0,
pretitegful,prs,,pre,titeg,ful,,11,pregetitful,,erp,getit,luf,,,pratitegful,pretitugful,pretitegfum,,,2,3,2,,,ewpgetitluf,erpgetatluf,erpgetitlut,,,1,3,2,
depretiteg,ppr,de,pre,titeg,,,10,depregetit,ed,erp,getit,,,hepretiteg,deprititeg,depretitig,,,0,2,3,,,iderpgetit,edercgetit,ederpgetet,,,0,2,3,,
undeabep,ppr,un,de,abep,,,8,undepeba,nu,ed,peba,,,urdeabep,unheabep,undeapep,,,1,0,1,,,niedpeba,nuidpeba,nuedpebe,,,1,0,3,,
inprebal,ppr,in,pre,bal,,,8,inprelab,ni,erp,lab,,,imprebal,inxrebal,inpretal,,,1,0,0,,,neerplab,nierglab,nierplib,,,1,2,1,,
indeulpo,ppr,in,de,ulpo,,,8,indeoplu,ni,ed,oplu,,,irdeulpo,indiulpo,indeulpe,,,1,1,3,,,needoplu,niidoplu,niedopmu,,,1,0,2,,
predeulpo,ppr,pre,de,ulpo,,,9,predeoplu,erp,ed,oplu,,,pyedeulpo,preteulpo,predeelpo,,,1,0,0,,,empedoplu,erpadoplu,erpedople,,,1,0,3,,
deinabep,ppr,de,in,abep,,,8,deinpeba,ed,ni,peba,,,doinabep,deanabep,deinibep,,,1,0,0,,,odnipeba,ednapeba,ednipaba,,,0,1,1,,
uninhode,ppr,un,in,hode,,,8,uninedoh,nu,ni,edoh,,,uminhode,unonhode,uninsode,,,1,0,0,,,muniedoh,numiedoh,nuniedeh,,,0,0,2,,
inprehode,ppr,in,pre,hode,,,9,inpreedoh,ni,erp,edoh,,,iyprehode,inhrehode,inprehote,,,1,0,2,,,naerpedoh,niorpedoh,nierpedeh,,,1,0,2,,
inpremit,ppr,in,pre,mit,,,8,inpretim,ni,erp,tim,,,iwpremit,inpmemit,inpremid,,,1,1,2,,,rierptim,nienptim,nierptom,,,0,1,1,,
uninabep,ppr,un,in,abep,,,8,uninpeba,nu,ni,peba,,,eninabep,unonabep,uninasep,,,0,0,1,,,nanipeba,nuripeba,nunipeda,,,1,0,2,,
predetiteg,ppr,pre,de,titeg,,,10,predegetit,erp,ed,getit,,,prodetiteg,predutiteg,predetitet,,,2,1,4,,,orpedgetit,erpecgetit,erpedgetis,,,0,1,4,,
deunbal,ppr,de,un,bal,,,7,deunlab,ed,nu,lab,,,peunbal,deurbal,deunsal,,,0,1,0,,,etnulab,ednilab,ednuleb,,,1,1,1,,
deunulpo,ppr,de,un,ulpo,,,8,deunoplu,ed,nu,oplu,,,teunulpo,deonulpo,deunulto,,,0,0,2,,,odnuoplu,edneoplu,ednuopwu,,,0,1,2,,
deunhode,ppr,de,un,hode,,,8,deunedoh,ed,nu,edoh,,,beunhode,deanhode,deunsode,,,0,0,0,,,udnuedoh,edluedoh,ednuadoh,,,0,0,0,,
preinulpo,ppr,pre,in,ulpo,,,9,preinoplu,erp,ni,oplu,,,breinulpo,preunulpo,preinolpo,,,0,0,0,,,orpnioplu,erpmioplu,erpniiplu,,,0,0,0,,
indehode,ppr,in,de,hode,,,8,indeedoh,ni,ed,edoh,,,ondehode,inkehode,indehope,,,0,0,2,,,naededoh,niadedoh,niededox,,,1,0,3,,
inpremit,ppr,in,pre,mit,,,8,inpretim,ni,erp,tim,,,unpremit,intremit,inprenit,,,0,0,0,,,neerptim,nieyptim,nierptem,,,1,1,1,,
deunhode,ppr,de,un,hode,,,8,deunedoh,ed,nu,edoh,,,teunhode,deumhode,deunhede,,,0,1,1,,,idnuedoh,edneedoh,ednuedah,,,0,1,2,,
preineys,ppr,pre,in,eys,,,8,preinsye,erp,ni,sye,,,creineys,preaneys,preiniys,,,0,0,0,,,enpnisye,erpnesye,erpnisme,,,1,1,1,,
undererh,ppr,un,de,rerh,,,8,undehrer,nu,ed,hrer,,,umdererh,unkererh,underemh,,,1,0,2,,,luedhrer,nuidhrer,nuedsrer,,,0,0,0,,
indetiteg,ppr,in,de,titeg,,,9,indegetit,ni,ed,getit,,,endetiteg,indotiteg,indetateg,,,0,1,1,,,yiedgetit,niudgetit,niedgehit,,,0,0,2,,
inuneys,ppr,in,un,eys,,,7,inunsye,ni,nu,sye,,,iyuneys,inuweys,inuneyt,,,1,1,2,,,winusye,nimusye,ninusya,,,0,0,2,,
depresid,ppr,de,pre,sid,,,8,depredis,ed,erp,dis,,,dapresid,deprisid,depresed,,,1,2,1,,,aderpdis,edarpdis,ederpfis,,,0,0,0,,
preunulpo,ppr,pre,un,ulpo,,,9,preunoplu,erp,nu,oplu,,,pyeunulpo,preumulpo,preunelpo,,,1,1,0,,,ersnuoplu,erpwuoplu,erpnuopla,,,2,0,3,,
indemit,ppr,in,de,mit,,,7,indetim,ni,ed,tim,,,undemit,indomit,indemet,,,0,1,1,,,needtim,niidtim,niedtir,,,1,0,2,,
preunhode,ppr,pre,un,hode,,,9,preunedoh,erp,nu,edoh,,,praunhode,preuwhode,preunhote,,,2,1,2,,,ertnuedoh,erpneedoh,erpnuedod,,,2,1,3,,
inunrerh,ppr,in,un,rerh,,,8,inunhrer,ni,nu,hrer,,,onunrerh,ininrerh,inunrert,,,0,0,3,,,nenuhrer,nimuhrer,ninudrer,,,1,0,0,,
undehode,ppr,un,de,hode,,,8,undeedoh,nu,ed,edoh,,,andehode,untehode,undehodi,,,0,0,3,,,naededoh,nuesedoh,nuededod,,,1,1,3,,
predehode,ppr,pre,de,hode,,,9,predeedoh,erp,ed,edoh,,,pridehode,presehode,predehodo,,,2,0,3,,,irpededoh,erpepedoh,erpededih,,,0,1,2,,
undehode,ppr,un,de,hode,,,8,undeedoh,nu,ed,edoh,,,andehode,undohode,undebode,,,0,1,0,,,neededoh,nuesedoh,nuededeh,,,1,1,2,,
inpretiteg,ppr,in,pre,titeg,,,10,inpregetit,ni,erp,getit,,,impretiteg,inpratiteg,inpretikeg,,,1,2,2,,,mierpgetit,niarpgetit,nierpgotit,,,0,0,1,,
deprererh,ppr,de,pre,rerh,,,9,deprehrer,ed,erp,hrer,,,daprererh,dedrererh,deprerejh,,,1,0,2,,,ecerphrer,edenphrer,ederptrer,,,1,1,0,,
deintiteg,ppr,de,in,titeg,,,9,deingetit,ed,ni,getit,,,teintiteg,deantiteg,deintateg,,,0,0,1,,,udnigetit,edwigetit,ednigetot,,,0,0,3,,
deunbal,ppr,de,un,bal,,,7,deunlab,ed,nu,lab,,,veunbal,deenbal,deunbel,,,0,0,1,,,ehnulab,edwulab,ednulob,,,1,0,1,,
preunepa,ppr,pre,un,epa,,,8,preunape,erp,nu,ape,,,dreunepa,preinepa,preuneha,,,0,0,1,,,elpnuape,erpwuape,erpnuapu,,,1,0,2,,
indeulpo,ppr,in,de,ulpo,,,8,indeoplu,ni,ed,oplu,,,ondeulpo,inteulpo,indeuwpo,,,0,0,1,,,miedoplu,nietoplu,niedopmu,,,0,1,2,,
deunabep,ppr,de,un,abep,,,8,deunpeba,ed,nu,peba,,,dounabep,deonabep,deunabip,,,1,0,2,,,ecnupeba,edwupeba,ednuheba,,,1,0,0,,
deprebal,ppr,de,pre,bal,,,8,deprelab,ed,erp,lab,,,doprebal,dehrebal,deprebil,,,1,0,1,,,iderplab,ederclab,ederplah,,,0,2,2,,
inprererh,ppr,in,pre,rerh,,,9,inprehrer,ni,erp,hrer,,,unprererh,inpmererh,inprenerh,,,0,1,0,,,rierphrer,niervhrer,nierphrur,,,0,2,2,,
depremit,ppr,de,pre,mit,,,8,depretim,ed,erp,tim,,,dopremit,depyemit,depremat,,,1,1,1,,,oderptim,edorptim,ederptom,,,0,0,1,,
deuntiteg,ppr,de,un,titeg,,,9,deungetit,ed,nu,getit,,,dauntiteg,deurtiteg,deuntiteh,,,1,1,4,,,odnugetit,edwugetit,ednugecit,,,0,0,2,,
inpreulpo,ppr,in,pre,ulpo,,,9,inpreoplu,ni,erp,oplu,,,irpreulpo,inpweulpo,inpreulpa,,,1,1,3,,,noerpoplu,niempoplu,nierpopmu,,,1,1,2,,
preunmit,ppr,pre,un,mit,,,8,preuntim,erp,nu,tim,,,dreunmit,preonmit,preunmat,,,0,0,1,,,empnutim,erpmutim,erpnutam,,,1,0,1,,
predeabep,ppr,pre,de,abep,,,9,predepeba,erp,ed,peba,,,pwedeabep,preheabep,predeabeh,,,1,0,3,,,irpedpeba,erpidpeba,erpedpeha,,,0,0,2,,
depretiteg,ppr,de,pre,titeg,,,10,depregetit,ed,erp,getit,,,dopretiteg,depwetiteg,depretitog,,,1,1,3,,,oderpgetit,edercgetit,ederpgutit,,,0,2,1,,
undererh,ppr,un,de,rerh,,,8,undehrer,nu,ed,hrer,,,ondererh,untererh,undererb,,,0,0,3,,,ruedhrer,nuadhrer,nuedhwer,,,0,0,1,,
undebal,ppr,un,de,bal,,,7,undelab,nu,ed,lab,,,ondebal,undibal,undebel,,,0,1,1,,,needlab,nuetlab,nuedlas,,,1,1,2,,
inunulpo,ppr,in,un,ulpo,,,8,inunoplu,ni,nu,oplu,,,irunulpo,inululpo,inunelpo,,,1,1,0,,,nenuoplu,niwuoplu,ninuople,,,1,0,3,,
unprehode,ppr,un,pre,hode,,,9,unpreedoh,nu,erp,edoh,,,urprehode,unpruhode,unpretode,,,1,2,0,,,yuerpedoh,nuewpedoh,nuerpedof,,,0,1,3,,
depresid,ppr,de,pre,sid,,,8,depredis,ed,erp,dis,,,dipresid,degresid,depretid,,,1,0,0,,,oderpdis,edertdis,ederpcis,,,0,2,0,,
deintiteg,ppr,de,in,titeg,,,9,deingetit,ed,ni,getit,,,teintiteg,deantiteg,deintitet,,,0,0,4,,,ebnigetit,ednugetit,ednigetat,,,1,1,3,,
preinepa,ppr,pre,in,epa,,,8,preinape,erp,ni,ape,,,pmeinepa,preirepa,preinapa,,,1,1,0,,,arpniape,erpneape,erpniope,,,0,1,0,,
preinulpo,ppr,pre,in,ulpo,,,9,preinoplu,erp,ni,oplu,,,treinulpo,preiwulpo,preinulpa,,,0,1,3,,,arpnioplu,erpnaoplu,erpnieplu,,,0,1,0,,
deinulpo,ppr,de,in,ulpo,,,8,deinoplu,ed,ni,oplu,,,keinulpo,deimulpo,deinelpo,,,0,1,0,,,etnioplu,edyioplu,edniotlu,,,1,0,1,,
predetiteg,ppr,pre,de,titeg,,,10,predegetit,erp,ed,getit,,,fredetiteg,pretetiteg,predetitig,,,0,0,3,,,arpedgetit,erpodgetit,erpedgetat,,,0,0,3,,
undetiteg,ppr,un,de,titeg,,,9,undegetit,nu,ed,getit,,,umdetiteg,unpetiteg,undetitag,,,1,0,3,,,needgetit,nuadgetit,nuedgetih,,,1,0,4,,
preunbal,ppr,pre,un,bal,,,8,preunlab,erp,nu,lab,,,treunbal,preanbal,preunbol,,,0,0,1,,,irpnulab,erprulab,erpnumab,,,0,0,0,,
predemit,ppr,pre,de,mit,,,8,predetim,erp,ed,tim,,,tredemit,prebemit,predemet,,,0,0,1,,,ersedtim,erpodtim,erpedsim,,,2,0,0,,
predetiteg,ppr,pre,de,titeg,,,10,predegetit,erp,ed,getit,,,pjedetiteg,predatiteg,predetoteg,,,1,1,1,,,irpedgetit,erpeggetit,erpedgatit,,,0,1,1,,
indebal,ppr,in,de,bal,,,7,indelab,ni,ed,lab,,,endebal,indibal,indetal,,,0,1,0,,,liedlab,niehlab,niedleb,,,0,1,1,,
undebal,ppr,un,de,bal,,,7,undelab,nu,ed,lab,,,umdebal,undibal,undebil,,,1,1,1,,,muedlab,nuetlab,nuedlap,,,0,1,2,,
deuntiteg,ppr,de,un,titeg,,,9,deungetit,ed,nu,getit,,,duuntiteg,deuytiteg,deunviteg,,,1,1,0,,,idnugetit,ednegetit,ednugetik,,,0,1,4,,
inunepa,ppr,in,un,epa,,,7,inunape,ni,nu,ape,,,anunepa,inumepa,inuneba,,,0,1,1,,,linuape,nineape,ninuahe,,,0,1,1,,
preineys,ppr,pre,in,eys,,,8,preinsye,erp,ni,sye,,,priineys,preoneys,preiners,,,2,0,1,,,orpnisye,erpnasye,erpnisre,,,0,1,1,,
deunabep,ppr,de,un,abep,,,8,deunpeba,ed,nu,peba,,,daunabep,deumabep,deunabed,,,1,1,3,,,etnupeba,edrupeba,ednupoba,,,1,0,1,,
unpresid,ppr,un,pre,sid,,,8,unpredis,nu,erp,dis,,,umpresid,unpwesid,unprecid,,,1,1,0,,,naerpdis,nuersdis,nuerpdif,,,1,2,2,,
preuntiteg,ppr,pre,un,titeg,,,10,preungetit,erp,nu,getit,,,priuntiteg,preumtiteg,preuntites,,,2,1,4,,,ertnugetit,erpnogetit,erpnugatit,,,2,1,1,,
depremit,ppr,de,pre,mit,,,8,depretim,ed,erp,tim,,,fepremit,depmemit,depremis,,,0,1,2,,,ecerptim,ederttim,ederptem,,,1,2,1,,
